METALLOGEN,LOCALITY,STATE,TOPOSHEET,MINERAL_OR,HOSTROCK_TYPE1,HOSTROCK_TYPE2,HOSTROCK_TYPE3,HOSTROCK_TYPE4,MORPH-STRATABOUND,MORPH-SEDIMENTARY,MORPH-BEDDED,MORPH-SHEAR,MORPH-CONCORDANT,MORPH-DISCORDANT,MORPH-LENSOID,MORPH-RESIDUAL,MORPH-VEIN,MORPH-REMOBILISED,MORPH-MAGMATIC,MORPH-QUARTZ,MORPH-VOLCANIC,MORPH-OTHER,RESERVE_AMT
JHAKRA PARSOLA BELT,BHUKIA,RAJASTHAN,46 I,Au-Cu,DOLOMITE,AMPHIBOLITE,CALC,SILICATE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7090000.0
JHAKRA PARSOLA BELT,BHUKIA,RAJASTHAN,46 I,Au-Cu,DOLOMITE,AMPHIBOLITE,CALC,SILICATE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7090000.0
JHAKRA PARSOLA BELT,BHUKIA,RAJASTHAN,46 I,Au-Cu,DOLOMITE,AMPHIBOLITE,CALC,SILICATE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7090000.0
JHAKRA PARSOLA BELT,BHUKIA,RAJASTHAN,46 I,Au-Cu,DOLOMITE,AMPHIBOLITE,CALC,SILICATE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7090000.0
JHAKRA PARSOLA BELT,BHUKIA,RAJASTHAN,46 I,Au-Cu,DOLOMITE,AMPHIBOLITE,CALC,SILICATE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7090000.0
JHAKRA PARSOLA BELT,BHUKIA,RAJASTHAN,46 I,Au-Cu,DOLOMITE,AMPHIBOLITE,CALC,SILICATE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7090000.0
KHETRI BELT,KOLIHAN,RAJASTHAN,44 P,Au-Cu,AMPHIBOLE,QTZT,-,-,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22.33
JHAKRA PARSOLA BELT,BHUKIA,RAJASTHAN,46 I,Au-Cu,DOLOMITE,AMPHIBOLITE,CALC,SILICATE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7090000.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au-Cu-Zn,SHEARED METABASALTS,CARB.ARGILLITE,-,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.65
DERI-AMBAMATA BELT,AJAR! - DANVA,RAJASTHAN,45 H,Au-Cu-Zn,SCHISTS,AMPHIBOLITE,-,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38146.0
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
